occ_code,occupation_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,annual_mean_wage,total_employment,computer_use_score,physical_presence_index,customer_facing_index,education_index,task_usage_pct,frontline_origin_task_usage_pct,major_group,frontline_soc,calibrated_employment_pct,any_ai_use,log_wage,ai_access_gap,frontline_physical,frontline_customer
35-2012,"Cooks, Institution and Cafeteria",0.0,0.2068965517241379,0.1379310344827586,35920.0,435640.0,2.02,2.855,4.21,2.5132999999999996,0.010604676007509594,0.010604676007509594,35,1,0.2868810653294513,0.0,10.489049522416137,0.2068965517241379,0.0,0.0
35-2013,"Cooks, Private Household",0.0,0.32,0.4,49790.0,740.0,2.54,2.6725000000000003,3.4,2.654,0.001963828890279547,0.001963828890279547,35,1,0.00048731059669404543,0.0,10.815569439636228,0.32,0.0,0.0
35-2014,"Cooks, Restaurant",0.0116,0.1621621621621621,0.1621621621621621,36060.0,1412350.0,1.48,2.9725,3.4,2.137513751375138,0.14205028973022232,0.14205028973022232,35,1,0.930071785460588,1.0,10.492939496757309,0.1505621621621621,0.0,0.0
35-2015,"Cooks, Short Order",0.0,0.0,0.0,33920.0,126370.0,1.65,3.1075,3.58,2.1902809719028102,0.002618438520372763,0.002618438520372763,35,1,0.08321816230300881,0.0,10.43176008990584,0.0,0.0,0.0
35-2019,,,,,37610.0,18650.0,,,,,0.0,0.0,35,1,0.012281544092356685,,10.535025251464383,,,
35-2021,Food Preparation Workers,0.0,0.0555555555555555,0.0925925925925925,32960.0,879610.0,1.88,2.7024999999999997,3.516666666666666,2.807,0.03600352965512537,0.03600352965512537,35,1,0.5792476675108774,0.0,10.403049984023408,0.0555555555555555,0.0,0.0
35-3011,Bartenders,0.0,0.2777777777777778,0.1944444444444444,37090.0,711140.0,2.57,2.7224999999999997,4.383333333333334,2.0281000000000002,0.023958712461410597,0.023958712461410597,35,1,0.4683054834229777,0.0,10.521102670483636,0.2777777777777778,0.0,0.0
35-3023,Fast Food and Counter Workers,0.0,0.13103070175438591,0.1414473684210526,30110.0,3676580.0,2.545,2.8475,4.495,1.8142092895355233,0.024875165943541097,0.024875165943541097,35,1,2.421130261612694,0.0,10.312612621475779,0.13103070175438591,0.0,1.0
35-3031,Waiters and Waitresses,0.0,0.2857142857142857,0.2448979591836734,36530.0,2237850.0,3.0,3.2350000000000003,4.266666666666667,1.8024999999999998,0.02134027394103793,0.02134027394103793,35,1,1.4736865119077969,0.0,10.505889119789328,0.2857142857142857,0.0,0.0
35-3041,"Food Servers, Nonrestaurant",0.0,0.1851851851851851,0.2222222222222222,33840.0,267840.0,2.8,3.04,4.216666666666666,2.8867999999999996,0.0,0.0,35,1,0.17638009488990963,0.0,10.429398813720159,0.1851851851851851,0.0,0.0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,0.0,0.0,0.0,32730.0,483390.0,3.04,3.0524999999999998,4.386666666666666,1.8327000000000004,0.0,0.0,35,1,0.31832576937288465,0.0,10.396047367495227,0.0,0.0,0.0
35-9021,Dishwashers,0.0,0.0,0.0,31650.0,463940.0,1.95,2.7600000000000002,3.513333333333333,1.5809000000000002,0.0,0.0,35,1,0.3055174030138317,0.0,10.362493427572323,0.0,0.0,0.0
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.0734,0.3999999999999999,0.4571428571428571,30750.0,425020.0,2.09,2.9825,4.486666666666666,2.419,0.18957494887498808,0.18957494887498808,35,1,0.2798874997390584,1.0,10.333645273234664,0.3265999999999999,0.0,1.0
35-9099,,,,,35430.0,86350.0,,,,,0.0,0.0,35,1,0.05686387841152814,,10.475314197859518,,,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,0.0436,0.3673469387755101,0.4285714285714285,49980.0,171120.0,3.74,3.0575,4.113333333333333,3.3544,0.05668919396607008,0.0,37,0,0.11268728284633116,1.0,10.819378204388943,0.3237469387755101,0.0,0.0
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.1083,0.5636363636363636,0.4181818181818181,58920.0,126020.0,2.93,3.945,4.483333333333333,4.441044104410441,0.021863961645112503,0.0,37,0,0.0829876775613292,1.0,10.983935870576566,0.4553363636363636,1.0,1.0
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.0,0.0,0.0555555555555555,36250.0,2172500.0,2.76,3.3525,3.4433333333333334,2.8640999999999996,0.0,0.0,37,0,1.4306517179970455,0.0,10.49819466028282,0.0,1.0,0.0
37-2012,Maids and Housekeeping Cleaners,0.0,0.0,0.0588235294117647,34650.0,836230.0,1.72,2.9750000000000005,3.8200000000000003,2.4003,0.010211910229453766,0.0,37,0,0.5506807300992724,0.0,10.453053004618049,0.0,0.0,0.0
37-2019,,,,,43740.0,13740.0,,,,,0.0,0.0,37,0,0.009048172430508357,,10.68601829423076,,,
37-2021,Pest Control Workers,0.046,0.3333333333333333,0.375,44650.0,93760.0,2.5,3.9175,4.36,2.1111,0.0051059551147267825,0.0,37,0,0.0617435696568023,1.0,10.706609586304646,0.28733333333333333,1.0,0.0
37-3011,Landscaping and Groundskeeping Workers,0.0,0.048780487804878,0.048780487804878,39790.0,929930.0,1.25,3.8325,3.143333333333333,2.7466999999999997,0.0,0.0,37,0,0.6123847880860726,0.0,10.591370903420975,0.048780487804878,1.0,0.0
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.0,0.1111111111111111,0.0555555555555555,44480.0,23520.0,2.31,3.63,3.9466666666666668,2.5275000000000003,0.0,0.0,37,0,0.0154885746408702,0.0,10.702794928924463,0.1111111111111111,1.0,0.0
37-3013,Tree Trimmers and Pruners,0.0,0.073170731707317,0.1219512195121951,52850.0,50270.0,1.44,3.6625,4.123333333333333,1.5308,0.0048441112626895965,0.0,37,0,0.03310419418352657,0.0,10.875212991298383,0.073170731707317,1.0,0.0
37-3019,,,,,46540.0,11980.0,,,,,0.0,0.0,37,0,0.007889163443776572,,10.748067436856283,,,
39-1013,First-Line Supervisors of Gambling Services Workers,0.0,0.5576923076923077,0.5,62110.0,25100.0,3.66,2.695,4.723333333333334,2.9788978897889793,0.012437582971770498,0.012437582971770498,39,1,0.016529048617595327,0.0,11.036662285553348,0.5576923076923077,0.0,1.0
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",0.0443,0.5789473684210527,0.4210526315789473,50650.0,88140.0,,,,,0.0075498310670747215,0.0075498310670747215,39,1,0.05804264323326103,1.0,10.832694509676829,0.5346473684210526,,
39-1022,First-Line Supervisors of Personal Service Workers,0.0407,0.7241379310344828,0.4827586206896551,50090.0,106440.0,4.14,2.755,4.510000000000001,4.353300000000001,0.0075498310670747215,0.0075498310670747215,39,1,0.0700937025839381,1.0,10.821576666351662,0.6834379310344828,0.0,1.0
39-2011,Animal Trainers,0.0,0.1379310344827586,0.1379310344827586,44910.0,19240.0,2.62,3.8175000000000003,4.216666666666667,2.4579,0.002225672742316833,0.002225672742316833,39,1,0.01267007551404518,0.0,10.712415766081783,0.1379310344827586,1.0,0.0
39-2021,Animal Caretakers,0.0,0.3636363636363636,0.2121212121212121,33530.0,268830.0,2.93,3.6799999999999997,4.420000000000001,2.8472000000000004,0.004975033188708239,0.004975033188708239,39,1,0.17703203744494625,0.0,10.420195839460273,0.3636363636363636,1.0,0.0
39-3011,Gambling Dealers,0.0,0.1351351351351351,0.1891891891891892,40030.0,80570.0,1.51,2.2725,4.5200000000000005,2.1611999999999996,0.0,0.0,39,1,0.05305758753464763,0.0,10.597384451986619,0.1351351351351351,0.0,1.0
39-3012,Gambling and Sports Book Writers and Runners,0.0,0.3076923076923077,0.3846153846153846,32030.0,8700.0,2.75,2.38,4.323333333333333,2.217578242175782,0.0,0.0,39,1,0.005729192150321886,0.0,10.374428242603203,0.3076923076923077,0.0,0.0
39-3019,,,,,35650.0,13300.0,,,,,0.0,0.0,39,1,0.008758420183825411,,10.481504425842441,,,
39-3021,Motion Picture Projectionists,0.0,0.2727272727272727,0.1515151515151515,43800.0,2610.0,4.14,2.14,3.573333333333333,2.3839383938393834,0.0,0.0,39,1,0.0017187576450965656,0.0,10.687389096364537,0.2727272727272727,0.0,0.0
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",0.0,0.1714285714285714,0.2571428571428571,30520.0,117560.0,2.7,2.5850000000000004,4.696666666666666,1.8409840984098411,0.007986237487136831,0.007986237487136831,39,1,0.0774165320910162,0.0,10.326137485398393,0.1714285714285714,0.0,1.0
39-3091,Amusement and Recreation Attendants,0.0619,0.2307692307692307,0.4230769230769231,30240.0,361680.0,3.24,3.65,4.926666666666667,1.4908000000000001,0.010735597933528239,0.010735597933528239,39,1,0.23817634677338156,1.0,10.31692083029347,0.16886923076923072,1.0,1.0
39-3092,Costume Attendants,0.0,0.4166666666666666,0.4722222222222222,60230.0,6300.0,2.4,2.31,3.983333333333333,3.6605000000000003,0.010211910229453666,0.010211910229453666,39,1,0.00414872535023309,0.0,11.005925846037767,0.4166666666666666,0.0,0.0
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",0.0,0.064516129032258,0.2258064516129032,34590.0,14720.0,1.46,2.6325000000000003,4.526666666666666,1.9881011898810121,0.03286140343067812,0.03286140343067812,39,1,0.009693529707211282,0.0,10.451319901931214,0.064516129032258,0.0,1.0
39-3099,,,,,34670.0,7320.0,,,,,0.0,0.0,39,1,0.004820423740270828,,10.45363003867907,,,
39-4011,Embalmers,0.0,0.04,0.08,56690.0,3380.0,3.35,3.1025,4.716666666666666,5.1363,0.0,0.0,39,1,0.0022258240767917214,0.0,10.945353107318349,0.04,0.0,1.0
39-4012,,,0.0833333333333333,0.25,44290.0,3220.0,,,,,0.0,0.0,39,1,0.0021204596234524684,,10.698514196917245,,,
39-4021,Funeral Attendants,0.0,0.1777777777777777,0.3111111111111111,35200.0,32620.0,2.5,2.8525,4.246666666666667,3.3689368936893693,0.006546096300931857,0.006546096300931857,39,1,0.02148117792454022,0.0,10.468801361586188,0.1777777777777777,0.0,0.0
39-4031,"Morticians, Undertakers, and Funeral Arrangers",0.0,0.2325581395348837,0.1860465116279069,58020.0,24200.0,3.7,2.85,4.69,4.6515,0.012961270675845071,0.012961270675845071,39,1,0.01593637356756203,0.0,10.968543057675396,0.2325581395348837,0.0,1.0
39-5011,Barbers,0.0,0.2352941176470588,0.1470588235294117,41570.0,15990.0,1.43,2.2775000000000003,4.156666666666666,2.788578857885789,0.012175739119733213,0.012175739119733213,39,1,0.010529860055591604,0.0,10.635134032246683,0.2352941176470588,0.0,0.0
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.0304,0.1052631578947368,0.1052631578947368,41780.0,294840.0,2.95,2.36,4.71,2.7917,0.018590913494646526,0.018590913494646526,39,1,0.1941603463909086,1.0,10.640173035110557,0.0748631578947368,0.0,1.0
39-5091,"Makeup Artists, Theatrical and Performance",0.0,0.6341463414634146,0.4390243902439024,68590.0,4130.0,2.57,3.465,4.176666666666667,3.2855571114222846,0.01623431882631105,0.01623431882631105,39,1,0.00271971995181947,0.0,11.135902030493368,0.6341463414634146,1.0,0.0
39-5092,Manicurists and Pedicurists,0.0,0.1111111111111111,0.1111111111111111,36480.0,144810.0,2.0,1.4225,3.58,1.7951,0.0,0.0,39,1,0.09536141555035774,0.0,10.504519444188269,0.1111111111111111,0.0,0.0
39-5093,Shampooers,0.0,0.1428571428571428,0.1428571428571428,29260.0,7360.0,1.75,2.695,4.496666666666667,2.566,0.0037967358545404513,0.0037967358545404513,39,1,0.004846764853605641,0.0,10.283976674574115,0.1428571428571428,0.0,1.0
39-5094,Skincare Specialists,0.0,0.3333333333333333,0.1515151515151515,51100.0,65270.0,3.88,1.8175000000000001,4.8566666666666665,3.8950104989501044,0.0,0.0,39,1,0.04298211168408155,0.0,10.841539776191796,0.3333333333333333,0.0,1.0
39-6011,Baggage Porters and Bellhops,0.073,0.2222222222222222,0.2962962962962963,36100.0,28780.0,3.17,3.885,4.303333333333334,1.8470152984701529,0.014532333788068789,0.014532333788068789,39,1,0.018952431044398144,1.0,10.494048144320972,0.1492222222222222,1.0,0.0
39-6012,Concierges,0.1875,0.8,0.7333333333333333,40230.0,41020.0,3.73,2.2875,4.6066666666666665,3.0909000000000004,0.017805381938534766,0.017805381938534766,39,1,0.027012811724851007,1.0,10.602368264943834,0.6125,0.0,1.0
39-7010,,,,,40280.0,46760.0,,,,,0.0,0.0,39,1,0.03079276148839671,,10.603610346832498,,,
39-7011,,,0.3846153846153846,0.3846153846153846,,,2.39,3.05,4.436666666666667,4.4109,0.01701985038242291,0.01701985038242291,39,1,,,,,0.0,1.0
39-7012,,,0.6,0.48,,,2.82,2.7024999999999997,4.52,2.5876587658765877,0.038752890101516675,0.038752890101516675,39,1,,,,,0.0,1.0
39-9011,Childcare Workers,0.0122,0.17199017199017194,0.4434889434889435,32070.0,497450.0,1.82,2.8275,3.9516666666666667,2.9531,0.04254962595605701,0.04254962595605701,39,1,0.3275846707100715,1.0,10.375676292687201,0.15979017199017195,0.0,0.0
39-9031,Exercise Trainers and Group Fitness Instructors,0.0,0.0294117647058823,0.3235294117647059,51270.0,279450.0,2.67,3.1375,4.633333333333333,4.1426,0.005236877040745425,0.005236877040745425,39,1,0.18402560303533919,0.0,10.844861064777746,0.0294117647058823,0.0,1.0
39-9032,Recreation Workers,0.0,0.3571428571428571,0.4047619047619047,36270.0,281750.0,3.86,2.3874999999999997,4.313333333333333,4.7645,0.005498720892782712,0.005498720892782712,39,1,0.18554021705209095,0.0,10.498746232276948,0.3571428571428571,0.0,0.0
39-9041,Residential Advisors,0.067,0.38,0.38,40200.0,88700.0,3.57,2.5075,4.163333333333333,4.955,0.034825232320957474,0.034825232320957474,39,1,0.05841141881994842,1.0,10.601622274607113,0.313,0.0,0.0
39-9099,,,,,37190.0,60390.0,,,,,0.0,0.0,39,1,0.039768495857234326,,10.523795186919116,,,
41-1011,First-Line Supervisors of Retail Sales Workers,0.2627,0.8918918918918919,0.6486486486486487,52030.0,1087890.0,3.24,2.6975,4.783333333333334,2.6519999999999997,0.05105955114726843,0.05105955114726843,41,1,0.7164063800496173,1.0,10.85957575428435,0.629191891891892,0.0,1.0
41-1012,First-Line Supervisors of Non-Retail Sales Workers,0.2295,0.9629629629629628,0.7037037037037037,99020.0,227150.0,4.25,2.575,4.613333333333333,5.193600000000001,0.03849104624947918,0.03849104624947918,41,1,0.14958470914179794,1.0,11.503077128915415,0.7334629629629628,0.0,1.0
41-2011,Cashiers,0.0846,0.2790697674418604,0.4883720930232558,30710.0,3298660.0,2.87,2.625,4.413333333333333,1.9017000000000002,0.23107719942289623,0.23107719942289623,41,1,2.172261046258786,1.0,10.332343613434867,0.1944697674418604,0.0,0.0
41-2012,Gambling Change Persons and Booth Cashiers,0.0,0.2857142857142857,0.6190476190476191,36030.0,20560.0,3.78,2.4125,4.62,2.0591,0.0,0.0,41,1,0.01353934237268486,0.0,10.492107203742139,0.2857142857142857,0.0,1.0
41-2021,Counter and Rental Clerks,0.2048,0.8064516129032258,0.8064516129032258,41630.0,390300.0,3.7,2.5775,4.78,3.3548,0.15527340425810476,0.15527340425810476,41,1,0.25702360545033565,1.0,10.636576340189022,0.6016516129032258,0.0,1.0
41-2022,Parts Salespersons,0.0,0.5142857142857142,0.3999999999999999,41080.0,260770.0,4.48,3.715,4.693333333333333,3.3786378637863788,0.047262815292728175,0.047262815292728175,41,1,0.17172443144576996,0.0,10.623276664042494,0.5142857142857142,1.0,1.0
41-2031,Retail Salespersons,0.3222,0.6052631578947368,0.4473684210526315,36690.0,3684740.0,3.46,3.005,4.79,2.3094690530946904,0.13393313031706663,0.13393313031706663,41,1,2.4265056621754284,1.0,10.510259517349327,0.28306315789473685,0.0,1.0
41-3011,Advertising Sales Agents,0.1482,0.8974358974358974,0.9487179487179488,75820.0,108100.0,4.12,2.305,4.77,4.462146214621462,0.07030507427200826,0.07030507427200826,41,1,0.07118691198867867,1.0,11.236117389070326,0.7492358974358974,0.0,1.0
41-3021,Insurance Sales Agents,0.3188,1.0,0.7272727272727273,79700.0,457510.0,3.88,2.0175,4.876666666666666,4.7291,0.024482400165484964,0.024482400165484964,41,1,0.30128329420851413,1.0,11.286024864778307,0.6812,0.0,1.0
41-3031,"Securities, Commodities, and Financial Services Sales Agents",0.4413,1.0,0.7692307692307693,109710.0,479630.0,4.42,1.565,4.56,4.90258051610322,0.5273535180030733,0.5273535180030733,41,1,0.31584994076900974,1.0,11.605595799811537,0.5587,0.0,1.0
41-3041,Travel Agents,0.4054,1.0,0.875,50040.0,58250.0,4.6,1.2025000000000001,4.31,3.9288071192880705,0.027231760611876578,0.027231760611876578,41,1,0.03835927496152204,1.0,10.820577964580847,0.5946,0.0,0.0
41-3091,,,0.9333333333333332,0.8,81080.0,1142020.0,,,,,0.0,0.0,41,1,0.7520525183099982,,11.303191600565937,,,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.2706,0.9176788124156546,0.761808367071525,113520.0,311780.0,3.825,2.35375,4.435,4.7045943108533725,0.3180093582992716,0.3180093582992716,41,1,0.20531596133052946,1.0,11.639734311833925,0.6470788124156546,0.0,1.0
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.6279,1.0,0.9310344827586208,80490.0,1288920.0,4.07,2.4225,4.8533333333333335,3.757824217578243,0.12791072172020906,0.12791072172020906,41,1,0.8487903293288409,1.0,11.29588823208778,0.3721,0.0,1.0
41-9011,Demonstrators and Product Promoters,0.0788,0.2051282051282051,0.5897435897435898,41090.0,50790.0,2.02,2.295,4.510000000000001,1.6890689068906888,0.08758676850646877,0.08758676850646877,41,1,0.033446653653145135,1.0,10.623520061877455,0.12632820512820508,0.0,1.0
41-9012,Models,0.0,0.3333333333333333,0.7333333333333334,68700.0,3090.0,1.38,1.6400000000000001,3.61,2.0305000000000004,0.006022408596857284,0.006022408596857284,41,1,0.0020348525258558473,0.0,11.13750447821044,0.3333333333333333,0.0,0.0
41-9021,Real Estate Brokers,0.2609,1.0,0.71875,86130.0,51350.0,3.9,2.61,4.6433333333333335,5.2126,0.06179514908079686,0.06179514908079686,41,1,0.03381542951543617,1.0,11.36361306178322,0.7391,0.0,1.0
41-9022,Real Estate Sales Agents,0.2828,0.875,0.5357142857142857,69610.0,197720.0,4.4,2.6675000000000004,4.51,2.9521952195219523,0.17792289745932865,0.17792289745932865,41,1,0.13020422052175343,1.0,11.150663514162712,0.5922000000000001,0.0,1.0
41-9031,Sales Engineers,0.3224,0.8636363636363636,0.75,130550.0,59340.0,4.19,1.5825,4.53,6.268273172682733,0.09792960066194087,0.09792960066194087,41,1,0.0390770708363385,1.0,11.779511574127275,0.5412363636363636,0.0,1.0
41-9041,Telemarketers,0.2852,1.0,0.8333333333333333,36680.0,81580.0,3.61,1.33,4.316666666666666,2.6527000000000003,0.057081959744126214,0.057081959744126214,41,1,0.053722740795896444,1.0,10.5099869263704,0.7148,0.0,0.0
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.1758,0.3478260869565217,0.5217391304347826,42200.0,6220.0,3.52,2.06,4.44,1.4347999999999999,0.028933745650118834,0.028933745650118834,41,1,0.004096046184732482,1.0,10.650175500024103,0.17202608695652166,0.0,1.0
41-9099,,,,,54150.0,114280.0,,,,,0.0,0.0,41,1,0.07525661704039037,,10.899513252429136,,,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,0.1856,0.8958333333333333,0.8333333333333333,68620.0,1504570.0,4.47,1.5950000000000002,4.543333333333333,4.584,0.36147543773745966,0.36147543773745966,43,1,0.9908017568558991,1.0,11.13633931641244,0.7102333333333333,0.0,1.0
43-2011,"Switchboard Operators, Including Answering Service",0.3863,0.7419354838709677,0.5806451612903225,40020.0,43830.0,3.79,1.7674999999999998,4.656666666666666,2.2554,0.135635115355309,0.135635115355309,43,1,0.0288632905102415,1.0,10.597134608137724,0.3556354838709678,0.0,1.0
43-2021,Telephone Operators,0.0,0.9473684210526316,0.7368421052631579,42100.0,4600.0,4.38,1.545,4.76,2.0627,0.0,0.0,43,1,0.003029229667969676,0.0,10.647803019670473,0.9473684210526316,0.0,1.0
43-2099,,,,,53240.0,1380.0,,,,,0.005367798966764068,0.0,43,1,0.0009087689003909028,,10.882565272509048,,,
43-3011,Bill and Account Collectors,0.2989,1.0,0.75,46020.0,190910.0,4.16,1.4275,4.223333333333334,3.3798000000000004,0.03639629543318109,0.03639629543318109,43,1,0.12571961650262845,1.0,10.736831363589356,0.7011000000000001,0.0,0.0
43-3021,Billing and Posting Clerks,0.1924,0.8571428571428571,0.6428571428571428,47120.0,430220.0,4.67,1.54,3.8833333333333333,3.5515,0.03417062269086426,0.03417062269086426,43,1,0.28331199733780743,1.0,10.760452818325469,0.6647428571428571,0.0,0.0
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.3104,1.0,0.4883720930232558,49580.0,1501910.0,4.46,1.6974999999999998,4.213333333333334,3.3738,0.13432589609512235,0.13432589609512235,43,1,0.9890500718739861,1.0,10.811342805589181,0.6896,0.0,0.0
43-3041,Gambling Cage Workers,0.0653,0.4516129032258064,0.5161290322580645,36750.0,12560.0,4.07,2.3274999999999997,4.4799999999999995,2.3173999999999997,0.006022408596857183,0.006022408596857183,43,1,0.008271114049934594,1.0,10.511893504640982,0.38631290322580636,0.0,1.0
43-3051,Payroll and Timekeeping Clerks,0.0487,1.0,0.8108108108108109,54690.0,157230.0,4.37,1.47,3.646666666666667,4.3984000000000005,0.013615880305938287,0.013615880305938287,43,1,0.10354038710758091,1.0,10.909436156340819,0.9513,0.0,0.0
43-3061,Procurement Clerks,0.2436,0.9714285714285714,0.6571428571428571,47940.0,61580.0,4.48,1.89,4.090000000000001,3.7125,0.011521129489639896,0.011521129489639896,43,1,0.04055216585947232,1.0,10.777705507988376,0.7278285714285714,0.0,0.0
43-3071,Tellers,0.0231,0.7708333333333333,0.4375,38850.0,340820.0,4.28,2.0475,4.633333333333333,2.6844,0.010997441785565424,0.010997441785565424,43,1,0.22443957726900543,1.0,10.567463355795793,0.7477333333333332,0.0,1.0
43-3099,,,,,52690.0,44520.0,,,,,0.0,0.0,43,1,0.029317674960436954,,10.87218096320333,,,
43-4011,Brokerage Clerks,0.1744,1.0,0.8666666666666667,63130.0,48060.0,4.19,1.5225,4.6499999999999995,4.3088999999999995,0.016888928456404266,0.016888928456404266,43,1,0.031648864748396226,1.0,11.05295137136167,0.8256,0.0,1.0
43-4021,Correspondence Clerks,0.2786,0.9642857142857142,0.8928571428571428,46940.0,4650.0,4.52,1.5,4.456666666666667,3.6546999999999996,0.36265373507162774,0.36265373507162774,43,1,0.003062156077404129,1.0,10.756625469405014,0.6856857142857142,0.0,1.0
43-4031,"Court, Municipal, and License Clerks",0.102,0.9636363636363636,0.8727272727272727,48760.0,157960.0,4.62,1.615,4.646666666666667,3.4577999999999998,0.1678419091558933,0.1678419091558933,43,1,0.10402111268532394,1.0,10.794665583595208,0.8616363636363636,0.0,1.0
43-4041,"Credit Authorizers, Checkers, and Clerks",0.1296,0.95,0.9,50380.0,14290.0,4.42,1.7325000000000002,4.746666666666667,,0.03678906121123712,0.03678906121123712,43,1,0.009410367816366668,1.0,10.827349549906602,0.8204,0.0,1.0
43-4051,Customer Service Representatives,0.7011,1.0,0.8636363636363636,43520.0,2858710.0,4.54,1.915,4.416666666666667,3.325967403259674,0.08850322198859906,0.08850322198859906,43,1,1.8825411182873029,1.0,10.680975881529823,0.29890000000000005,0.0,0.0
43-4061,"Eligibility Interviewers, Government Programs",0.0597,0.96,0.96,51840.0,150190.0,4.7,1.5374999999999999,4.216666666666668,4.494249424942494,0.09845328836601563,0.09845328836601563,43,1,0.09890434865920993,1.0,10.855917331026156,0.9003,0.0,0.0
43-4071,File Clerks,0.1568,0.9117647058823528,0.7647058823529411,40730.0,82290.0,4.56,1.8175000000000001,4.44,3.9468999999999994,0.03181402802252888,0.03181402802252888,43,1,0.05419028464722275,1.0,10.614720200642457,0.7549647058823528,0.0,1.0
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.1725,0.7948717948717948,0.5897435897435898,32570.0,263800.0,4.55,2.2075,4.836666666666666,2.5990400959904014,0.02212580549714959,0.02212580549714959,43,1,0.17371973617617406,1.0,10.391146898270279,0.6223717948717948,0.0,1.0
43-4111,"Interviewers, Except Eligibility and Loan",0.3851,0.8275862068965517,0.5517241379310345,42750.0,160550.0,4.93,1.605,4.713333333333334,3.3435656434356567,0.09243087976915836,0.09243087976915836,43,1,0.10572670069402859,1.0,10.663124474364906,0.4424862068965517,0.0,1.0
43-4121,"Library Assistants, Clerical",0.0978,0.7413793103448276,0.6379310344827586,35970.0,83680.0,4.65,2.0999999999999996,4.3999999999999995,2.85028502850285,0.06533004108330033,0.06533004108330033,43,1,0.05510563882950055,1.0,10.49044053668967,0.6435793103448276,0.0,0.0
43-4131,Loan Interviewers and Clerks,0.2022,1.0,0.875,48660.0,203940.0,4.92,1.53,4.78,3.8539146085391467,0.031944949948547526,0.031944949948547526,43,1,0.13430023880124692,1.0,10.792612616337514,0.7978000000000001,0.0,1.0
43-4141,New Accounts Clerks,0.0,0.8400000000000001,0.68,44670.0,41180.0,3.66,2.0475,4.683333333333334,3.0408,0.004451345484633666,0.004451345484633666,43,1,0.027118190810215492,0.0,10.707057414346165,0.8400000000000001,0.0,1.0
43-4151,Order Clerks,0.0748,1.0,0.7714285714285714,43530.0,91830.0,4.31,1.9975,4.31,2.7388999999999997,0.0142704899360314,0.0142704899360314,43,1,0.06047264356731638,1.0,10.681205634546343,0.9252,0.0,0.0
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0.4046,0.9655172413793104,0.7931034482758621,48800.0,101440.0,4.64,1.655,4.4766666666666675,4.502149785021498,0.11861526497288599,0.11861526497288599,43,1,0.06680109946061825,1.0,10.795485591841238,0.5609172413793104,0.0,1.0
43-4171,Receptionists and Information Clerks,0.4338,0.8666666666666667,0.7333333333333333,36590.0,1003820.0,4.57,1.6449999999999998,4.526666666666666,2.8289999999999997,0.087717690432487,0.087717690432487,43,1,0.6610437663698523,1.0,10.507530258013253,0.4328666666666667,0.0,1.0
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.2467,0.7999999999999999,0.6857142857142857,46820.0,119270.0,4.83,2.4775,4.736666666666667,2.244975502449755,0.0943947086594378,0.0943947086594378,43,1,0.07854265706494419,1.0,10.754065741044903,0.5532999999999999,0.0,1.0
43-4199,,,,,47840.0,151760.0,,,,,0.0,0.0,43,1,0.09993823791545174,,10.775617388624513,,,
43-5011,Cargo and Freight Agents,0.0165,0.8484848484848485,0.6423670668953687,52460.0,105220.0,3.705,1.84125,4.325,4.7113499999999995,0.0467391275886533,0.0467391275886533,43,1,0.0692903360138629,1.0,10.867806253420865,0.8319848484848485,0.0,0.0
43-5021,Couriers and Messengers,0.0412,0.3793103448275862,0.3103448275862069,38350.0,72010.0,1.82,2.8125,4.260000000000001,2.4525,0.028540979872063107,0.028540979872063107,43,1,0.04742061486749921,1.0,10.554509806795402,0.3381103448275862,0.0,0.0
43-5031,Public Safety Telecommunicators,0.0465,0.90625,0.75,52140.0,97820.0,4.89,1.335,4.716666666666667,2.824099999999999,0.04254962595605723,0.04254962595605723,43,1,0.06441722741756385,1.0,10.861687687487493,0.85975,0.0,1.0
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.2258,1.0,0.9565217391304348,50830.0,206090.0,4.12,2.145,4.583333333333333,3.0502050205020503,0.0,0.0,43,1,0.13571607440692837,1.0,10.836242010440948,0.7742,0.0,1.0
